vertex,x,y,z,angle_defect_radians
32327,-0.055179,0.03361,0.018904,-0.16157215734290464
32328,-0.054142,0.033642,0.019089,0.11999687796523051
32336,-0.028596,0.037729,0.020714,0.18324857041816656
32440,-0.05367,0.033862,0.020768,0.20200406552564254
32449,-0.028272,0.037689,0.022621,-0.1983950977200526
32546,-0.062783,0.035148,0.01951,-0.40196396518706545
32559,-0.037288,0.035383,0.024626,0.3323074569588045
32601,0.007411,0.03915,0.030425,0.11165632828280281
32606,0.01037,0.035186,0.034574,-0.11997777243057461
32668,-0.062597,0.034816,0.0216,-0.9232091996340182
32686,-0.038588,0.034164,0.027198,-0.20576634612049483
32794,-0.064064,0.035196,0.022723,0.49713594185741394
33275,0.015916,0.036612,0.043454,0.11870465340267655
33288,-0.073676,0.108402,0.038011,-0.18376519864109586
33332,-0.065793,0.034915,0.029607,-0.19766332141683896
33658,0.000197,0.035652,0.046455,-0.1625577882894773
33659,0.001323,0.03587,0.046471,0.10417191229214195
33719,-0.065794,0.034842,0.034883,0.12092844171143269
33872,-0.038956,0.035099,0.042208,-0.15582522028417334
33903,-0.007221,0.035629,0.048488,-0.10013952265997994
33911,-0.074854,0.107208,0.037041,-0.1145581564950442
33973,-0.065741,0.035387,0.037904,0.11381336053106117
33998,-0.040104,0.035997,0.042787,-0.14910329125064126
34028,-0.008607,0.036171,0.04949,0.15339526156146155
34059,-0.075714,0.107486,0.036639,-0.11220657618014807
34120,-0.043885,0.03574,0.044,0.1384184156166186
34225,-0.063929,0.035401,0.041666,0.19465941448639335
34254,-0.03357,0.035417,0.048202,0.12098682260517446
34300,-0.009648,0.171546,-0.027075,0.11000641208352002
34304,-0.029752,0.154263,-0.005146,-0.10631106714643368
34314,-0.06147,0.166956,-0.060453,0.1017539808600918
34341,-0.067159,0.152634,-0.047697,0.20001626193375044
34435,-0.063223,0.141176,-0.006987,-0.10762564700922383
34442,-0.064978,0.141437,-0.007943,-0.11913165099800038
34475,-0.010791,0.165034,-0.019246,0.19567458916834357
34480,-0.009482,0.174183,-0.028554,0.2706154300961372
34517,-0.009979,0.172997,-0.027919,-0.11685767223444499
34523,-0.062857,0.163115,-0.059059,0.145170028861472
34532,-0.063208,0.143892,-0.008371,-0.10789783070224124
34551,-0.048146,0.14427,0.00342,-0.13146216810332145
34577,-0.071344,0.144531,-0.015612,0.18507290203326365
34614,-0.010235,0.169322,-0.024925,-0.164310680611222
34640,-0.066686,0.141706,-0.008936,-0.12630560353193165
34641,-0.072519,0.144585,-0.015903,0.3497345574869377
34711,-0.061503,0.16984,-0.061539,0.10649222129166458
34728,-0.063674,0.142603,-0.007878,-0.11603510799472627
34750,-0.009295,0.17029,-0.025848,-0.12743536844508785
34807,-0.060784,0.171276,-0.060917,0.4018681047962278
34820,-0.070384,0.151592,-0.045075,-0.10323709034324613
34821,-0.066204,0.154495,-0.050551,0.22712188450939952
